Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCC30,OUT018,2501.25
FDE58,OUT035,2083.25
FDC05,OUT019,1307.25
FDY15,OUT046,2543.25
FDG14,OUT046,2455.25
FDL08,OUT049,3945.25
FDQ47,OUT013,619.75
FDN12,OUT035,1931.25
FDW10,OUT013,2835.75
FDD02,OUT035,2051.25
FDX35,OUT010,1747.25
FDT35,OUT046,2751.25
DRN47,OUT019,979.25
FDB11,OUT010,1651.25
FDN20,OUT045,2633.5
FDB59,OUT035,3323.25
FDJ58,OUT045,2729.5
FDU60,OUT046,2743.25
FDS03,OUT049,1193.25
FDU40,OUT019,1203.25
DRH15,OUT049,825.25
FDD04,OUT027,3747.25
FDQ01,OUT046,4039.25
FDF28,OUT035,2203.25
FDD22,OUT010,-112.75
FDY19,OUT046,1911.25
FDN33,OUT035,1691.25
FDV36,OUT035,2187.25
FDW01,OUT010,515.25
FDJ28,OUT049,3161.25
FDB17,OUT035,3011.25
FDM40,OUT049,2329.25
FDV46,OUT045,2201.5
FDQ44,OUT049,2025.25
NCD42,OUT046,607.25
DRH37,OUT046,2583.25
FDR10,OUT018,2325.25
NCD06,OUT027,2163.25
FDI53,OUT046,2615.25
FDG16,OUT035,3579.25
DRB25,OUT046,1703.25
FDY09,OUT046,2815.25
FDX48,OUT045,2433.5
FDC03,OUT010,1231.25
FDT47,OUT035,1755.25
FDW44,OUT027,4211.25
FDT24,OUT017,1371.25
FDT12,OUT019,1779.25
NCS38,OUT035,1915.25
FDO39,OUT035,3091.25
FDA13,OUT046,679.25
FDO48,OUT035,3699.25
DRJ01,OUT017,2603.25
FDD53,OUT018,397.25
NCT05,OUT049,4089.25
FDQ51,OUT045,761.5
FDU60,OUT013,2707.75
FDC59,OUT046,1087.25
FDP36,OUT035,1067.25
NCM19,OUT017,1851.25
FDL16,OUT035,899.25
FDE50,OUT018,2741.25
NCR18,OUT013,699.75
NCD30,OUT035,1675.25
FDH31,OUT013,1675.75
FDD56,OUT019,915.25
FDC47,OUT049,3721.25
FDZ21,OUT045,1529.5
FDM01,OUT049,1785.25
FDF24,OUT013,1403.75
FDW23,OUT017,787.25
FDY52,OUT018,741.25
DRH37,OUT027,4019.25
DRO47,OUT027,3219.25
FDR25,OUT049,4329.25
FDQ24,OUT027,5411.25
DRJ51,OUT018,3309.25
NCU06,OUT035,3731.25
NCV18,OUT018,981.25
NCC06,OUT027,3443.25
FDZ01,OUT018,1445.25
FDT14,OUT017,2075.25
FDD11,OUT019,2123.25
FDN09,OUT017,3979.25
NCO18,OUT010,855.25
FDZ50,OUT045,2905.5
FDS44,OUT013,3819.75
FDI36,OUT045,3129.5
FDA26,OUT010,1575.25
NCY53,OUT049,1849.25
FDF32,OUT049,3257.25
FDF59,OUT010,107.25
FDB20,OUT046,1271.25
DRH11,OUT035,1067.25
FDT03,OUT049,3049.25
NCH06,OUT035,3971.25
FDR55,OUT049,3113.25
FDI10,OUT035,2923.25
FDZ12,OUT045,2209.5
FDM12,OUT049,3113.25
DRB25,OUT045,1641.5
NCS41,OUT013,2851.75
NCT53,OUT049,2633.25
NCD55,OUT013,627.75
FDY08,OUT049,2377.25
NCP55,OUT049,953.25
FDA33,OUT013,2379.75
FDQ33,OUT013,2379.75
FDE45,OUT027,4307.25
FDT26,OUT013,1987.75
NCV53,OUT049,3817.25
FDK60,OUT027,3075.25
NCJ29,OUT046,1319.25
FDI15,OUT045,4121.5
FDX21,OUT013,1787.75
FDV49,OUT019,2299.25
DRO59,OUT046,1231.25
FDZ14,OUT045,1961.5
FDP32,OUT027,3475.25
FDC33,OUT017,3307.25
FDT14,OUT010,55.25
NCN54,OUT027,2675.25
FDR57,OUT027,3971.25
DRK12,OUT046,543.25
FDX52,OUT049,3225.25
FDX08,OUT010,943.25
FDP10,OUT010,-228.75
NCP50,OUT045,1177.5
NCL06,OUT013,4043.75
FDP25,OUT013,3483.75
FDE53,OUT013,1699.75
FDL27,OUT017,1227.25
FDC35,OUT049,3385.25
DRJ47,OUT010,763.25
FDD16,OUT018,953.25
NCN42,OUT049,2393.25
FDC38,OUT027,3571.25
NCO07,OUT045,3257.5
FDQ20,OUT049,777.25
FDI32,OUT046,1823.25
FDN20,OUT010,799.25
DRJ51,OUT027,5027.25
FDU08,OUT045,1545.5
DRN37,OUT019,739.25
FDD05,OUT010,47.25
FDW15,OUT046,2431.25
FDI52,OUT046,2007.25
DRM11,OUT049,4185.25
NCO06,OUT045,441.5
FDU38,OUT049,3113.25
FDU59,OUT018,2285.25
FDJ10,OUT046,2271.25
FDM13,OUT049,2233.25
NCJ30,OUT019,739.25
FDM45,OUT018,1701.25
FDP36,OUT045,825.5
NCD30,OUT010,-400.75
FDN48,OUT017,1643.25
FDY32,OUT049,2665.25
FDU47,OUT046,2311.25
FDF17,OUT019,1283.25
FDP34,OUT017,2611.25
FDA47,OUT049,2729.25
DRD27,OUT027,3011.25
FDW38,OUT045,889.5
FDZ15,OUT019,75.25
FDZ03,OUT027,4467.25
NCN19,OUT049,3049.25
FDG02,OUT035,3195.25
FDS31,OUT035,3099.25
FDW43,OUT019,1795.25
FDZ47,OUT010,-276.75
FDO57,OUT017,2675.25
NCL07,OUT013,619.75
NCV42,OUT013,1731.75
FDP40,OUT017,1979.25
FDP48,OUT019,1107.25
FDH21,OUT017,2683.25
NCP02,OUT049,1033.25
FDK24,OUT049,873.25
FDC41,OUT045,1177.5
FDF08,OUT017,1555.25
FDO49,OUT017,1035.25
FDS56,OUT027,5619.25
FDX46,OUT018,753.25
FDQ07,OUT013,3531.75
FDC32,OUT010,-436.75
FDT21,OUT019,2059.25
FDG58,OUT045,2465.5
FDW14,OUT049,1545.25
DRA12,OUT027,3651.25
FDV27,OUT013,1491.75
DRD25,OUT013,1771.75
DRF48,OUT027,4371.25
FDX24,OUT017,1635.25
DRJ51,OUT046,3607.25
FDE45,OUT045,2825.5
FDE14,OUT046,1695.25
FDG53,OUT045,2169.5
FDT08,OUT046,2399.25
DRC27,OUT027,5315.25
FDG20,OUT035,2995.25
FDC21,OUT046,1807.25
FDV31,OUT018,2525.25
FDB58,OUT045,2257.5
FDV23,OUT046,2015.25
FDA25,OUT019,-172.75
FDC15,OUT046,2527.25
FDU47,OUT049,2345.25
FDE23,OUT013,835.75
FDS08,OUT013,2827.75
FDW03,OUT027,3187.25
FDJ60,OUT018,2345.25
FDM34,OUT017,2187.25
FDW33,OUT013,1707.75
FDZ40,OUT013,915.75
FDE33,OUT018,1061.25
NCC06,OUT010,75.25
FDU11,OUT046,1943.25
FDL44,OUT017,2723.25
NCZ29,OUT017,2091.25
FDG28,OUT010,1999.25
FDL12,OUT018,725.25
FDD52,OUT017,1891.25
FDO15,OUT013,1235.75
NCN29,OUT027,2227.25
FDW36,OUT013,1747.75
FDB21,OUT046,3807.25
FDZ28,OUT013,2107.75
FDY10,OUT035,2003.25
DRG39,OUT017,963.25
FDN28,OUT013,1715.75
FDV15,OUT035,1835.25
DRI13,OUT035,3563.25
FDH20,OUT046,1615.25
FDY51,OUT013,3491.75
FDE16,OUT013,3307.75
FDX40,OUT018,345.25
FDC48,OUT018,1037.25
FDS14,OUT046,2511.25
FDX56,OUT017,3459.25
FDI10,OUT046,2783.25
FDI14,OUT013,2275.75
DRM48,OUT013,571.75
NCH07,OUT027,3907.25
FDY26,OUT013,3387.75
FDD02,OUT027,3363.25
FDM12,OUT046,3039.25
DRF01,OUT010,331.25
FDV36,OUT046,2055.25
DRI59,OUT013,3499.75
FDV03,OUT018,2209.25
FDO39,OUT017,3051.25
NCB07,OUT018,2781.25
FDH38,OUT027,3331.25
FDZ13,OUT035,1019.25
NCZ30,OUT046,1927.25
NCA06,OUT035,691.25
FDB04,OUT049,1545.25
FDN50,OUT013,1555.75
NCG06,OUT049,4089.25
NCY17,OUT018,389.25
FDC23,OUT046,2871.25
FDK33,OUT049,3465.25
FDR03,OUT049,3449.25
FDZ07,OUT045,1033.5
FDO38,OUT013,1283.75
FDS59,OUT046,1807.25
DRM11,OUT019,2187.25
FDX52,OUT027,4579.25
DRJ35,OUT018,653.25
NCP53,OUT046,3743.25
FDW15,OUT019,547.25
DRI47,OUT045,2209.5
DRZ11,OUT035,2115.25
FDS02,OUT013,3147.75
DRD49,OUT018,3413.25
FDW38,OUT049,1001.25
FDR21,OUT019,963.25
FDE40,OUT013,1091.75
FDI02,OUT045,1769.5
FDQ04,OUT045,633.5
FDY14,OUT017,4307.25
NCT54,OUT046,1511.25
DRD25,OUT017,1875.25
DRE01,OUT045,3713.5
FDJ12,OUT010,1443.25
NCZ05,OUT049,1721.25
DRB25,OUT019,-164.75
NCC31,OUT045,2409.5
FDM16,OUT045,1233.5
DRG11,OUT049,1753.25
FDV24,OUT027,3827.25
FDV43,OUT046,775.25
FDG05,OUT018,2217.25
FDV23,OUT010,71.25
FDI58,OUT018,1241.25
FDQ11,OUT017,4235.25
FDC05,OUT027,4627.25
FDF40,OUT013,3963.75
FDU02,OUT018,3313.25
FDT32,OUT013,3003.75
NCF06,OUT017,4187.25
FDT46,OUT013,875.75
FDR58,OUT010,-424.75
FDY04,OUT046,2647.25
FDT58,OUT045,2609.5
FDE46,OUT049,2537.25
DRH11,OUT017,1003.25
DRI51,OUT046,2695.25
FDC35,OUT017,3371.25
FDP45,OUT035,4187.25
FDC45,OUT017,2795.25
FDU01,OUT045,2921.5
FDJ53,OUT010,23.25
FDJ46,OUT017,2891.25
FDX07,OUT013,2987.75
NCI30,OUT049,3945.25
FDE47,OUT027,3443.25
FDV48,OUT045,1273.5
FDN16,OUT019,-172.75
FDM52,OUT013,2347.75
FDA32,OUT027,4899.25
FDH05,OUT017,3819.25
FDW25,OUT010,-488.75
FDQ09,OUT046,1863.25
NCM17,OUT010,-1204.75
DRM59,OUT046,2447.25
FDV47,OUT027,2819.25
DRE15,OUT035,1339.25
FDS25,OUT010,-140.75
NCZ05,OUT018,1341.25
NCV05,OUT019,547.25
DRM37,OUT046,3087.25
FDV58,OUT027,4531.25
FDN22,OUT027,5475.25
NCO06,OUT049,585.25
FDT56,OUT019,-852.75
FDM02,OUT013,1475.75
FDA09,OUT046,2911.25
NCC06,OUT035,2123.25
NCL54,OUT049,2825.25
NCB55,OUT017,1019.25
FDB12,OUT017,1851.25
NCA54,OUT049,2889.25
NCS38,OUT049,1897.25
FDC02,OUT049,4185.25
FDK44,OUT019,875.25
FDE16,OUT035,3451.25
NCS05,OUT035,2219.25
FDZ59,OUT045,2641.5
FDI20,OUT017,3491.25
FDQ14,OUT046,2431.25
FDF53,OUT017,3027.25
FDW25,OUT017,1515.25
NCQ43,OUT010,-252.75
FDX52,OUT013,3099.75
FDE28,OUT045,3593.5
FDN15,OUT017,2339.25
FDO28,OUT017,2043.25
FDQ33,OUT045,2361.5
FDM22,OUT010,-968.75
FDJ03,OUT017,971.25
FDI16,OUT045,873.5
FDI09,OUT027,5283.25
FDX55,OUT013,3459.75
FDS23,OUT027,3491.25
DRC12,OUT045,2953.5
FDH41,OUT049,3513.25
FDN01,OUT013,2787.75
FDV55,OUT045,2249.5
NCJ19,OUT013,867.75
NCY29,OUT010,-1052.75
FDP03,OUT018,1721.25
FDZ52,OUT045,1721.5
FDH31,OUT010,-228.75
FDQ19,OUT018,3573.25
FDS15,OUT035,1899.25
FDN32,OUT017,3027.25
FDH32,OUT049,1689.25
FDF33,OUT017,1899.25
FDJ22,OUT046,3039.25
FDG56,OUT010,-852.75
FDC05,OUT046,3159.25
FDK09,OUT013,3595.75
NCV29,OUT045,2705.5
NCC43,OUT019,2019.25
NCA42,OUT049,2537.25
FDC10,OUT046,1959.25
FDC16,OUT013,1475.75
NCL17,OUT013,2195.75
FDA51,OUT035,2027.25
FDW01,OUT017,2555.25
NCF30,OUT045,1929.5
FDN49,OUT013,747.75
FDY20,OUT045,1449.5
FDC15,OUT045,2425.5
FDY24,OUT046,943.25
NCG43,OUT017,1579.25
FDA48,OUT013,3531.75
NCF55,OUT017,699.25
FDL38,OUT049,1593.25
NCQ29,OUT018,3729.25
FDC34,OUT017,2635.25
FDP36,OUT027,2371.25
FDN50,OUT010,-352.75
FDO23,OUT049,1609.25
FDT56,OUT013,1003.75
FDT13,OUT027,4451.25
FDZ03,OUT013,3019.75
FDQ03,OUT010,1835.25
FDU44,OUT045,2569.5
FDD03,OUT049,3753.25
NCH30,OUT013,1747.75
FDS60,OUT010,943.25
FDG08,OUT046,2775.25
FDX38,OUT017,963.25
FDD22,OUT017,1947.25
FDW51,OUT013,3395.75
FDL09,OUT017,2835.25
FDZ60,OUT045,1681.5
NCH07,OUT046,2487.25
NCQ41,OUT049,3161.25
FDW04,OUT049,2185.25
FDI08,OUT027,5427.25
FDR19,OUT019,491.25
FDV13,OUT046,1463.25
FDB52,OUT017,4179.25
FDZ48,OUT027,3251.25
NCO14,OUT049,809.25
FDZ50,OUT013,2979.75
FDN27,OUT019,19.25
FDQ60,OUT013,2003.75
FDR49,OUT017,891.25
DRJ35,OUT027,2435.25
DRI49,OUT017,1387.25
FDB47,OUT017,3451.25
FDP37,OUT010,87.25
FDR26,OUT049,2905.25
FDY31,OUT019,467.25
FDC11,OUT045,1393.5
DRP47,OUT035,4051.25
NCY54,OUT018,2357.25
FDR27,OUT046,2175.25
FDQ21,OUT019,115.25
NCQ29,OUT035,4227.25
FDJ02,OUT046,2407.25
FDE21,OUT018,1557.25
FDM39,OUT046,2863.25
FDZ01,OUT017,1811.25
NCB19,OUT018,1049.25
FDU03,OUT046,2935.25
FDP27,OUT049,3081.25
DRF01,OUT045,2217.5
FDM03,OUT049,1833.25
FDV01,OUT046,2535.25
FDS16,OUT046,2391.25
FDO45,OUT035,1643.25
NCX06,OUT035,2971.25
FDP13,OUT046,719.25
NCR38,OUT018,3625.25
FDA01,OUT013,1003.75
FDT26,OUT017,2051.25
FDD44,OUT027,5571.25
FDB26,OUT013,947.75
FDP45,OUT019,2139.25
NCP55,OUT046,903.25
FDT23,OUT017,1427.25
FDO51,OUT045,697.5
FDA44,OUT046,975.25
NCJ31,OUT018,3417.25
FDX37,OUT045,1561.5
NCD18,OUT049,3657.25
FDN40,OUT027,3907.25
FDL33,OUT017,3211.25
DRF48,OUT035,3115.25
FDW08,OUT035,1843.25
FDX39,OUT018,3121.25
FDB38,OUT049,2713.25
FDY46,OUT018,2669.25
NCB06,OUT049,2553.25
FDA34,OUT035,2923.25
FDA35,OUT045,1929.5
FDQ07,OUT035,3659.25
FDU32,OUT045,1929.5
FDU26,OUT013,1995.75
FDU13,OUT010,391.25
FDO09,OUT035,4347.25
FDW03,OUT019,-156.75
FDB38,OUT013,2611.75
FDL26,OUT010,547.25
NCN43,OUT045,1881.5
FDH08,OUT045,3625.5
NCC31,OUT019,595.25
FDH14,OUT035,2427.25
FDL40,OUT017,1723.25
FDD20,OUT035,2139.25
NCV53,OUT035,3907.25
FDD16,OUT045,1161.5
FDP24,OUT035,2083.25
FDQ25,OUT045,2745.5
FDM38,OUT035,1083.25
NCT18,OUT010,871.25
FDM34,OUT049,2217.25
DRH37,OUT010,687.25
NCE07,OUT013,2243.75
FDG12,OUT013,1971.75
FDB59,OUT010,1239.25
FDS10,OUT018,2561.25
FDN21,OUT010,659.25
FDM02,OUT045,1425.5
FDO44,OUT049,1897.25
NCN17,OUT017,1715.25
FDH16,OUT018,1205.25
FDL44,OUT046,2583.25
FDY47,OUT017,2219.25
DRI39,OUT046,887.25
NCX54,OUT018,1337.25
FDE59,OUT046,647.25
FDO46,OUT045,3001.5
DRE13,OUT046,1415.25
FDW14,OUT013,1491.75
FDF35,OUT046,1743.25
FDO50,OUT019,-404.75
DRF49,OUT017,1923.25
FDT60,OUT049,2121.25
FDP38,OUT045,777.5
FDA31,OUT027,4195.25
FDY52,OUT010,-864.75
FDD03,OUT027,5123.25
FDN52,OUT018,1129.25
FDU20,OUT010,47.25
FDD22,OUT035,1931.25
NCB55,OUT019,-988.75
FDN27,OUT045,1865.5
FDD16,OUT013,1259.75
FDW48,OUT046,1319.25
DRN35,OUT045,513.5
FDX25,OUT049,2969.25
DRD49,OUT049,3769.25
FDE21,OUT019,-20.75
FDN44,OUT035,2699.25
DRC01,OUT049,905.25
NCK30,OUT046,3943.25
FDU39,OUT013,979.75
FDB49,OUT013,1651.75
FDS12,OUT045,1961.5
FDR57,OUT018,2261.25
FDX22,OUT027,4819.25
FDC60,OUT013,1507.75
NCE42,OUT049,3721.25
NCK42,OUT049,3465.25
DRE01,OUT017,3899.25
FDE57,OUT018,1977.25
DRK59,OUT019,1795.25
FDB10,OUT027,5171.25
FDQ25,OUT046,2831.25
FDY26,OUT017,3491.25
FDG28,OUT049,3993.25
FDM14,OUT049,1849.25
NCH29,OUT049,1641.25
FDD48,OUT049,1961.25
FDC17,OUT045,3297.5
DRH49,OUT027,2755.25
FDN44,OUT018,2273.25
FDC29,OUT045,1833.5
DRK01,OUT019,-404.75
FDD48,OUT017,1963.25
FDB59,OUT013,3163.75
FDY45,OUT010,2083.25
FDX60,OUT035,1435.25
FDT09,OUT010,239.25
DRB24,OUT018,2125.25
FDL13,OUT035,3867.25
FDN16,OUT035,1851.25
FDK57,OUT013,1955.75
FDO22,OUT027,2819.25
FDC57,OUT010,1203.25
FDZ13,OUT027,2307.25
FDW27,OUT013,2507.75
FDX10,OUT049,761.25
FDY08,OUT018,1977.25
FDA49,OUT017,1515.25
FDC32,OUT018,1233.25
FDO04,OUT035,1059.25
NCZ54,OUT013,2491.75
FDY40,OUT045,793.5
FDW36,OUT045,1689.5
FDE11,OUT017,3051.25
DRE37,OUT045,2905.5
NCK19,OUT017,3115.25
FDT19,OUT035,2971.25
FDE56,OUT045,985.5
FDZ57,OUT010,159.25
FDB35,OUT035,1707.25
FDF09,OUT010,-1288.75
FDO34,OUT046,2711.25
FDA55,OUT046,3623.25
NCM18,OUT035,1099.25
FDJ20,OUT019,131.25
DRQ35,OUT019,107.25
FDG02,OUT013,3035.75
NCU29,OUT018,1969.25
FDL27,OUT027,2515.25
NCA54,OUT035,2939.25
FDJ32,OUT035,1195.25
FDB21,OUT019,1931.25
FDR46,OUT035,2475.25
FDZ32,OUT046,1767.25
DRF36,OUT017,3083.25
NCU54,OUT017,3379.25
NCI31,OUT017,651.25
DRA59,OUT035,3067.25
NCC55,OUT045,537.5
FDE44,OUT018,525.25
NCN26,OUT018,1513.25
FDC11,OUT049,1513.25
FDV24,OUT035,2539.25
FDR40,OUT019,-508.75
NCQ17,OUT049,2537.25
FDC46,OUT045,2881.5
NCM18,OUT046,999.25
FDK16,OUT046,1583.25
FDI28,OUT017,1443.25
FDS11,OUT018,3305.25
DRD13,OUT046,1047.25
FDL36,OUT035,1595.25
FDI27,OUT013,851.75
FDJ53,OUT019,43.25
FDS44,OUT045,3785.5
FDE28,OUT046,3695.25
FDQ33,OUT018,2129.25
FDB37,OUT017,3931.25
FDQ31,OUT045,1401.5
NCQ05,OUT046,2359.25
FDE10,OUT013,2139.75
FDF38,OUT017,843.25
FDE50,OUT019,1155.25
DRG37,OUT010,515.25
NCH06,OUT049,3961.25
FDY14,OUT045,4137.5
FDO27,OUT017,1683.25
FDQ19,OUT049,3961.25
FDZ26,OUT019,1907.25
FDN51,OUT013,4163.75
FDK20,OUT035,2155.25
FDD40,OUT018,2813.25
DRI25,OUT018,617.25
FDH56,OUT017,2019.25
FDI36,OUT027,4611.25
DRH11,OUT018,609.25
NCV18,OUT017,1411.25
DRI01,OUT049,2809.25
DRE48,OUT049,3209.25
FDS51,OUT035,1163.25
FDM38,OUT017,1003.25
FDB60,OUT027,4531.25
FDY58,OUT035,3787.25
FDY22,OUT045,2265.5
FDF11,OUT027,5267.25
FDZ51,OUT035,1771.25
FDQ45,OUT017,3059.25
FDF17,OUT035,3283.25
NCF31,OUT027,3827.25
FDA37,OUT013,2059.75
FDO51,OUT046,799.25
FDF34,OUT013,3195.75
FDD57,OUT018,1273.25
FDO37,OUT046,3663.25
FDR49,OUT049,921.25
FDS39,OUT049,2377.25
FDI48,OUT027,2371.25
DRM35,OUT049,2889.25
FDV57,OUT035,3083.25
FDZ55,OUT013,2587.75
FDI28,OUT035,1443.25
FDS21,OUT045,1041.5
FDT34,OUT013,1707.75
DRI25,OUT035,1027.25
FDT47,OUT010,-324.75
DRH39,OUT045,1129.5
NCD54,OUT045,2201.5
FDU16,OUT027,2883.25
NCW29,OUT045,1977.5
FDV25,OUT027,4963.25
FDM56,OUT035,1923.25
FDZ04,OUT027,2531.25
FDG59,OUT019,-1220.75
FDI56,OUT045,1417.5
FDS33,OUT035,1627.25
FDC23,OUT049,2905.25
FDT11,OUT049,3097.25
FDG17,OUT045,3865.5
FDZ44,OUT045,1849.5
FDJ52,OUT013,2579.75
DRI23,OUT046,2503.25
DRE15,OUT010,-684.75
NCF07,OUT013,1595.75
NCR29,OUT049,969.25
FDE44,OUT019,-1084.75
FDT23,OUT035,1499.25
NCG06,OUT017,4155.25
NCU41,OUT010,1063.25
FDH46,OUT017,1819.25
FDV31,OUT013,2827.75
NCT41,OUT027,3843.25
FDE22,OUT027,4019.25
FDC26,OUT045,1713.5
DRF51,OUT017,683.25
NCY53,OUT019,-108.75
FDY21,OUT017,3235.25
FDL27,OUT013,1083.75
FDZ34,OUT049,3177.25
NCF43,OUT010,331.25
FDC21,OUT035,1947.25
FDL26,OUT013,2491.75
FDT25,OUT010,23.25
NCR30,OUT046,1183.25
DRL23,OUT019,-196.75
NCR05,OUT049,3177.25
NCE19,OUT018,549.25
FDY07,OUT035,907.25
FDB10,OUT017,3851.25
FDP57,OUT013,1699.75
FDU48,OUT019,235.25
FDH48,OUT035,1547.25
FDO33,OUT035,2011.25
NCU29,OUT045,2265.5
FDW35,OUT046,743.25
FDH05,OUT010,1779.25
FDP26,OUT049,1785.25
DRG27,OUT035,811.25
FDQ33,OUT046,2439.25
FDH20,OUT010,-284.75
FDV14,OUT046,1479.25
DRD01,OUT046,927.25
NCI17,OUT049,1593.25
FDF39,OUT010,2283.25
FDX37,OUT046,1647.25
NCX17,OUT035,3803.25
FDN03,OUT013,4019.75
NCS41,OUT010,931.25
FDH34,OUT045,2889.5
NCX53,OUT018,1933.25
FDY31,OUT046,2391.25
FDD20,OUT017,2155.25
FDE51,OUT045,753.5
FDV27,OUT046,1479.25
FDF16,OUT035,2523.25
FDZ02,OUT049,1705.25
NCK05,OUT045,921.5
FDM12,OUT027,4515.25
NCA05,OUT018,2049.25
FDX33,OUT045,2521.5
FDM25,OUT049,2937.25
FDE41,OUT018,1145.25
FDW14,OUT045,1433.5
NCD30,OUT046,1511.25
FDB23,OUT010,1707.25
FDF45,OUT046,1063.25
FDW20,OUT017,2123.25
FDF47,OUT045,3465.5
NCR05,OUT019,1251.25
DRB01,OUT046,2951.25
FDE36,OUT013,2675.75
FDU56,OUT049,3033.25
FDB23,OUT049,3705.25
FDN48,OUT049,1577.25
FDS43,OUT013,2995.75
NCN05,OUT013,2875.75
NCL53,OUT049,2841.25
FDL56,OUT046,1423.25
FDH17,OUT018,1313.25
FDP37,OUT046,2039.25
FDG09,OUT019,1179.25
FDA55,OUT045,3521.5
FDX31,OUT049,3849.25
FDJ41,OUT045,4089.5
DRC24,OUT045,2393.5
FDQ21,OUT035,2131.25
NCT54,OUT045,1401.5
FDH08,OUT049,3753.25
FDY38,OUT018,3433.25
DRM11,OUT010,2159.25
FDG32,OUT049,3593.25
NCH18,OUT046,3839.25
FDI20,OUT035,3507.25
FDA33,OUT018,2073.25
FDN45,OUT013,3531.75
FDT45,OUT010,-984.75
FDR32,OUT035,3819.25
FDA48,OUT017,3611.25
FDN23,OUT017,2475.25
NCR18,OUT035,835.25
FDD45,OUT046,1543.25
FDI22,OUT018,2989.25
FDT09,OUT013,2179.75
DRC24,OUT027,3875.25
FDT39,OUT046,2447.25
FDX28,OUT045,1545.5
FDA50,OUT018,1249.25
FDT33,OUT027,4179.25
FDQ60,OUT049,2073.25
NCM19,OUT018,1457.25
FDF40,OUT046,3983.25
NCI30,OUT035,3963.25
FDK34,OUT049,3865.25
FDA38,OUT027,5251.25
FDT02,OUT045,601.5
FDC11,OUT017,1531.25
FDD08,OUT046,711.25
NCS29,OUT046,4111.25
DRI03,OUT010,859.25
FDK48,OUT035,1371.25
FDM52,OUT049,2489.25
FDP49,OUT035,1147.25
DRA24,OUT046,2631.25
NCJ43,OUT049,2793.25
FDE11,OUT045,2889.5
FDP01,OUT049,2585.25
FDQ59,OUT018,1129.25
FDA43,OUT019,1219.25
FDL14,OUT017,2627.25
FDV50,OUT010,75.25
FDT01,OUT027,4803.25
NCC42,OUT035,2331.25
FDO28,OUT046,1935.25
FDD32,OUT019,-508.75
FDV45,OUT035,3115.25
NCW17,OUT019,107.25
NCJ17,OUT027,2771.25
NCF18,OUT049,3049.25
FDP01,OUT045,2425.5
FDH24,OUT045,2457.5
FDI38,OUT027,4803.25
FDX03,OUT035,955.25
FDY28,OUT046,3431.25
FDN34,OUT018,2469.25
FDJ02,OUT045,2361.5
FDW40,OUT019,411.25
FDX03,OUT017,891.25
FDE17,OUT027,3923.25
FDT58,OUT046,2687.25
FDI38,OUT013,3347.75
FDW22,OUT035,3739.25
FDS15,OUT027,3251.25
NCX06,OUT013,2843.75
DRK47,OUT035,3755.25
FDC23,OUT027,4291.25
FDM56,OUT010,-188.75
FDP21,OUT046,3087.25
FDP58,OUT046,3479.25
FDA27,OUT019,2203.25
FDK41,OUT019,-492.75
NCH42,OUT046,3615.25
FDG29,OUT045,681.5
FDW15,OUT018,2149.25
FDD28,OUT018,697.25
FDQ37,OUT049,3161.25
FDC23,OUT035,3003.25
FDV13,OUT035,1643.25
FDK33,OUT046,3383.25
FDO33,OUT013,1819.75
FDN21,OUT017,2699.25
NCW06,OUT027,4451.25
FDI38,OUT035,3483.25
FDC21,OUT027,3235.25
NCS05,OUT046,2095.25
NCN53,OUT049,681.25
FDV40,OUT010,-680.75
FDG60,OUT017,3803.25
NCY30,OUT027,4307.25
FDM40,OUT045,2193.5
NCO30,OUT046,2871.25
FDK10,OUT046,2951.25
FDM36,OUT045,2745.5
FDN10,OUT013,1899.75
FDM46,OUT018,1217.25
FDX50,OUT049,1881.25
FDP33,OUT045,3961.5
FDO12,OUT045,3049.5
FDC28,OUT013,1787.75
FDO31,OUT045,1321.5
FDX45,OUT035,2619.25
FDV21,OUT049,2105.25
FDH04,OUT049,1625.25
NCG54,OUT013,2635.75
FDO13,OUT046,2615.25
FDA09,OUT027,4339.25
FDC38,OUT017,2251.25
NCO42,OUT046,2263.25
FDL45,OUT049,2089.25
NCK31,OUT013,827.75
FDM39,OUT017,2971.25
FDC22,OUT010,1155.25
FDF46,OUT046,1879.25
FDQ37,OUT045,2993.5
FDH41,OUT010,1459.25
FDQ04,OUT046,711.25
NCQ02,OUT027,4403.25
FDJ57,OUT027,4483.25
NCE07,OUT049,2297.25
FDE56,OUT013,1027.75
FDI20,OUT049,3417.25
FDK36,OUT018,549.25
FDP08,OUT027,4531.25
FDF44,OUT017,2259.25
NCU53,OUT017,2731.25
FDF47,OUT035,3707.25
FDS55,OUT010,471.25
FDZ52,OUT010,-148.75
FDL04,OUT018,1401.25
NCM26,OUT035,2539.25
FDX43,OUT049,2777.25
FDP52,OUT049,3737.25
DRK49,OUT045,617.5
FDE38,OUT013,2643.75
DRF13,OUT035,2443.25
FDK41,OUT010,-552.75
FDJ04,OUT027,3379.25
FDZ44,OUT018,1625.25
FDS11,OUT013,3619.75
FDA55,OUT049,3689.25
NCW53,OUT046,3039.25
FDB49,OUT027,3107.25
FDD23,OUT017,3147.25
NCV42,OUT045,1673.5
NCZ29,OUT018,1697.25
FDQ26,OUT013,1011.75
FDV08,OUT017,827.25
FDC53,OUT049,1721.25
FDV58,OUT010,1195.25
NCP02,OUT019,-956.75
